ParticipantID,Trial,SaccadeNo,StartTime,EndTime,Duration,StartX,StartY,EndX,EndY,PeakVelocity,MeanVelocity,Blink,Direction,Amplitude,EyeUsed,Task
aquaman1,1,1,492,536,46,637.4,477.9,693.7,647.4,303.75,133.5,false,DOWN,4.42,LEFT,Visual Search
aquaman1,1,2,960,990,32,730.5,678.7,917.6,697,198.89,119.17,false,RIGHT,3.87,LEFT,Visual Search
aquaman1,1,3,1066,1104,40,912.7,696.2,508.3,836.1,447.29,222.25,false,LEFT,8.83,LEFT,Visual Search
aquaman1,1,4,1318,1338,22,515,844.9,409.3,847.4,150.47,93.02,false,LEFT,2.09,LEFT,Visual Search
aquaman1,1,5,1538,1570,34,427.1,841.1,145.9,871.9,281.72,162.59,false,LEFT,5.48,LEFT,Visual Search
aquaman1,1,6,1872,1892,22,149.1,884.7,102.3,962.9,138.37,89.23,false,DOWN,1.96,LEFT,Visual Search
aquaman1,1,7,2062,2096,36,102.4,956.7,117.6,767.9,213.3,118.45,false,UP,4.30,LEFT,Visual Search
aquaman1,1,8,2416,2440,26,126.1,783.1,261.3,774.6,154.25,102.35,false,RIGHT,2.62,LEFT,Visual Search
aquaman1,1,9,2638,2658,22,284.7,772.7,246.8,714.4,113.6,70.66,false,UP,1.57,LEFT,Visual Search
aquaman1,1,10,3358,3398,42,230.1,719.1,456.4,790.1,310.63,130.27,false,RIGHT,4.78,LEFT,Visual Search
aquaman1,1,11,4168,4182,16,466.7,786.4,438,758.6,67.41,51.57,false,UP,0.87,LEFT,Visual Search
aquaman1,1,12,4844,4892,50,436.8,765.5,769.7,821.3,355.73,166.44,false,RIGHT,6.81,LEFT,Visual Search
aquaman1,1,13,5218,5240,24,803.9,832.8,799.6,733.5,151.26,100.92,false,UP,2.38,LEFT,Visual Search
aquaman1,1,14,5436,5468,34,820.6,717,968.5,669.4,175.16,95.81,false,RIGHT,3.25,LEFT,Visual Search
aquaman1,1,15,5696,5740,46,951.5,669.8,992.6,831,265.42,121.3,false,DOWN,3.97,LEFT,Visual Search
aquaman1,1,16,6054,6088,36,991.2,844.9,1134,767.7,170.12,95.69,false,RIGHT,3.40,LEFT,Visual Search
aquaman1,1,17,6424,6464,42,1138.6,772.1,1525.9,852.9,364.26,187.33,false,RIGHT,7.80,LEFT,Visual Search
aquaman1,1,18,6810,6832,24,1518.6,858.9,1525.3,777.7,99.52,78.4,false,UP,1.88,LEFT,Visual Search
aquaman1,1,19,7138,7152,16,1540.1,759.4,1499.3,732.4,85.74,59.87,false,LEFT,1.01,LEFT,Visual Search
aquaman1,1,20,7498,7516,20,1512,717.1,1556,673.3,108.19,70.39,false,UP,1.35,LEFT,Visual Search
aquaman1,1,21,7808,7816,10,1568.8,641.9,1593.4,637.8,53.13,46.28,false,.,0.49,LEFT,Visual Search
aquaman1,1,22,8124,8138,16,1592.7,639.1,1598.2,589.7,90.15,71,false,UP,1.20,LEFT,Visual Search
aquaman1,1,23,8630,8664,36,1581.7,573.1,1216.8,649.1,441.56,215.16,false,LEFT,7.48,LEFT,Visual Search
aquaman1,1,24,8908,8940,34,1242.2,655.1,1328.1,605.4,85.27,58.27,false,RIGHT,2.12,LEFT,Visual Search
aquaman1,1,25,9188,9230,44,1332.9,612.9,1064.8,635.7,269.38,123.26,false,LEFT,5.47,LEFT,Visual Search
aquaman1,1,26,9484,9506,24,1077.8,637,953,633.1,191.72,104.64,false,LEFT,2.57,LEFT,Visual Search
aquaman1,1,27,9728,9760,34,973,638.2,738.8,644.4,275.62,141.48,false,LEFT,4.84,LEFT,Visual Search
aquaman1,1,28,10208,10242,36,758.2,647.8,501.1,641.8,271.7,146.23,false,LEFT,5.28,LEFT,Visual Search
aquaman1,1,29,10656,10676,22,507,646.3,387.4,630.4,172.64,110.79,false,LEFT,2.45,LEFT,Visual Search
aquaman1,1,30,11126,11162,38,389.2,631.2,304,548.4,131.79,73.53,false,UP,2.67,LEFT,Visual Search
aquaman1,1,31,11400,11418,20,309.1,562.5,262.9,530.8,91.87,54.91,false,LEFT,1.22,LEFT,Visual Search
aquaman1,1,32,11690,11724,36,282.8,542.9,175.9,481,129.15,76.44,false,LEFT,2.63,LEFT,Visual Search
aquaman1,1,33,11984,12002,20,173.5,499.7,123,453.3,118.99,74.5,false,UP,1.53,LEFT,Visual Search
aquaman1,1,34,12526,12572,48,122.2,441.9,209.7,317.5,120.19,73.26,false,UP,3.60,LEFT,Visual Search
aquaman1,1,35,12824,12832,10,208.2,325.1,208.8,303.5,58.13,49.56,false,UP,0.55,LEFT,Visual Search
aquaman1,1,36,13038,13062,26,204.1,297.9,89,283.8,141.36,86.37,false,LEFT,2.33,LEFT,Visual Search
aquaman1,1,37,13376,13422,48,97.9,286.9,249.8,113.7,181.72,113.38,false,UP,5.39,LEFT,Visual Search
aquaman1,1,38,13720,13776,58,259.2,119.3,687,169.5,381.04,182.52,false,RIGHT,9.03,LEFT,Visual Search
aquaman1,1,39,14054,14102,50,720,176.8,718.5,450,473.27,182.91,false,DOWN,7.14,LEFT,Visual Search
aquaman1,1,40,14906,14968,64,722.9,482,1192.1,457.6,359.27,176.79,false,RIGHT,9.79,LEFT,Visual Search
aquaman1,1,41,15236,15252,18,1225.6,463.7,1168.2,455.6,87.75,58.81,false,LEFT,1.21,LEFT,Visual Search
aquaman1,1,42,16122,16168,48,1177.8,473.8,1530.5,425.8,258.13,150.81,false,RIGHT,7.25,LEFT,Visual Search
aquaman1,1,43,16494,16516,24,1509.2,440,1444.9,464.9,114.53,65.16,false,LEFT,1.43,LEFT,Visual Search
aquaman1,1,44,16832,16874,44,1459,459.6,1466.7,238.1,195.31,128.61,false,UP,5.64,LEFT,Visual Search
aquaman1,1,45,17238,17274,38,1481.8,258.3,1508.9,118.7,141.86,96.62,false,UP,3.64,LEFT,Visual Search
aquaman1,1,46,17716,17760,46,1528.5,97.1,1255.9,116.2,245.96,121.24,false,LEFT,5.61,LEFT,Visual Search
aquaman1,1,47,17952,18024,74,1266.5,122.9,507.6,27.3,399.59,221.2,false,LEFT,16.12,LEFT,Visual Search
aquaman1,1,48,18650,18690,42,500.1,22,179.1,80.4,294.15,160.95,false,LEFT,6.80,LEFT,Visual Search
aquaman1,1,49,18944,18960,18,184.7,89.6,136.6,72.9,81.16,57.38,false,LEFT,1.06,LEFT,Visual Search
aquaman1,1,50,19382,19428,48,139.8,79.6,119.8,288,316.07,145.95,false,DOWN,5.35,LEFT,Visual Search
aquaman1,1,51,19568,19582,16,127.9,310.4,97.8,268.4,97.39,72.44,false,UP,1.22,LEFT,Visual Search
aquaman1,1,52,19868,19918,52,91.1,257.4,80.1,452.7,304.29,117.5,false,DOWN,4.92,LEFT,Visual Search
aquaman1,1,53,20708,20742,36,80.2,464.3,149.6,682.3,292.75,151.9,false,DOWN,5.48,LEFT,Visual Search
aquaman1,1,54,20936,20954,20,140.7,670.3,94.8,629,102.3,63.45,false,UP,1.33,LEFT,Visual Search
aquaman1,2,1,64,86,24,97.9,616.2,75.4,535.4,133.97,81.62,false,UP,2.01,LEFT,Visual Search
aquaman1,2,2,366,420,56,84,533.2,586.2,482.5,407.82,202.97,false,RIGHT,10.18,LEFT,Visual Search
aquaman1,2,3,578,616,40,606,480.5,755.4,544.6,297.65,128.37,false,RIGHT,3.52,LEFT,Visual Search
aquaman1,2,4,810,1010,202,774.5,552.7,890.1,563.6,928.55,194.23,true,RIGHT,2.43,LEFT,Visual Search
aquaman1,2,5,1058,1112,56,898.8,578.5,388.8,417.7,382.74,214.91,false,LEFT,11.31,LEFT,Visual Search
aquaman1,2,6,1272,1302,32,379,437.2,323.4,579.8,240.63,120.26,false,DOWN,3.75,LEFT,Visual Search
aquaman1,2,7,1732,1744,14,326.7,577.2,318.4,601.6,53.24,45.76,false,DOWN,0.63,LEFT,Visual Search
aquaman1,2,8,1922,1954,34,325.2,604,523.7,721.4,266.98,146.44,false,RIGHT,4.92,LEFT,Visual Search
aquaman1,2,9,2134,2150,18,521.1,722.9,457,705.4,101.06,69.94,false,LEFT,1.36,LEFT,Visual Search
aquaman1,2,10,2622,2670,50,455.8,710,547.2,909.8,300.14,128.21,false,DOWN,5.05,LEFT,Visual Search
aquaman1,2,11,2982,3000,20,552.4,927.2,575.4,879,93.06,62.64,false,UP,1.20,LEFT,Visual Search
aquaman1,2,12,3230,3266,38,598.5,863.4,437.1,811.9,192.86,88.33,false,LEFT,3.42,LEFT,Visual Search
aquaman1,2,13,3460,3498,40,440.2,814.4,727.5,730.1,273.5,156.19,false,RIGHT,6.12,LEFT,Visual Search
aquaman1,2,14,3830,3846,18,731,738.6,669.8,740.3,92.89,68.08,false,LEFT,1.25,LEFT,Visual Search
aquaman1,2,15,4258,4294,38,673.5,746.3,668,678.8,76.24,40.48,false,UP,1.65,LEFT,Visual Search
aquaman1,2,16,4466,4490,26,659,682.9,742.2,760.8,182.61,98.25,false,DOWN,2.54,LEFT,Visual Search
aquaman1,2,17,4678,4684,8,731.2,759.3,712.1,756.3,45.03,40.87,false,.,0.39,LEFT,Visual Search
aquaman1,2,18,4970,4974,6,713.9,745.4,715.1,736.5,34.42,31.42,false,.,0.22,LEFT,Visual Search
aquaman1,2,19,5180,5210,32,724.9,747.1,876.9,920.6,324.56,161.85,false,DOWN,5.10,LEFT,Visual Search
aquaman1,2,20,5480,5504,26,883.3,924.7,771.6,956,152.79,87.54,false,LEFT,2.33,LEFT,Visual Search
aquaman1,2,21,5676,5726,52,774.9,951.3,1080.7,968,289.03,136.74,false,RIGHT,6.03,LEFT,Visual Search
aquaman1,2,22,6006,6044,40,1102.8,975.6,1098.6,847.2,140.19,72.9,false,UP,2.95,LEFT,Visual Search
aquaman1,2,23,6582,6596,16,1094.9,870.6,1055,853.5,70.41,48.79,false,LEFT,0.89,LEFT,Visual Search
aquaman1,2,24,7074,7134,62,1058.4,854,883,527.8,226.73,141.51,false,UP,8.72,LEFT,Visual Search
aquaman1,2,25,7610,7634,26,887.9,537.3,876.4,643,176.05,101.63,false,DOWN,2.66,LEFT,Visual Search
aquaman1,2,26,7930,7946,18,868.7,645.5,914.9,641.8,76.28,49.67,false,RIGHT,0.96,LEFT,Visual Search
aquaman1,2,27,8240,8254,16,921.4,646.7,928.5,608.2,77.45,56.2,false,UP,0.97,LEFT,Visual Search
aquaman1,2,28,8566,8604,40,947.5,601.6,1302.9,569,357.17,188.82,false,RIGHT,7.33,LEFT,Visual Search
aquaman1,2,29,8920,8936,18,1296.4,577.7,1346.8,568,79.53,52.56,false,RIGHT,1.05,LEFT,Visual Search
aquaman1,2,30,9150,9194,46,1329,575.7,990,455.4,290.7,171.94,false,LEFT,7.61,LEFT,Visual Search
aquaman1,2,31,9524,9546,24,986,452.2,1082.8,450.8,127.27,81.85,false,RIGHT,2.03,LEFT,Visual Search
aquaman1,2,32,10024,10048,26,1067.6,455.5,1145.1,565.3,205.46,124.52,false,DOWN,3.21,LEFT,Visual Search
aquaman1,2,33,10374,10394,22,1140.4,565.7,1103.3,543.6,77.24,46.18,false,LEFT,0.95,LEFT,Visual Search
aquaman1,2,34,10580,10600,22,1112.6,552.9,1158.7,501.8,106.84,73.05,false,UP,1.61,LEFT,Visual Search
aquaman1,2,35,10714,10764,52,1164.8,494.8,580.7,496.4,459.3,234.63,false,LEFT,12.12,LEFT,Visual Search
aquaman1,2,36,11140,11164,26,588.1,495.4,657.8,459.4,103.7,70.23,false,RIGHT,1.72,LEFT,Visual Search
aquaman1,2,37,11376,11400,26,679.8,449.8,522.9,408.7,214.94,134.44,false,LEFT,3.45,LEFT,Visual Search
aquaman1,2,38,11730,11746,18,483.4,392,434.2,409.7,84.97,57.69,false,LEFT,1.12,LEFT,Visual Search
aquaman1,2,39,12102,12138,38,441.8,422.5,368,306.8,182.56,89.12,false,UP,3.35,LEFT,Visual Search
aquaman1,2,40,12454,12458,6,371.8,317.1,376.8,305.5,46.5,43.5,false,.,0.32,LEFT,Visual Search
aquaman1,2,41,12640,12684,46,386,311.6,616,217.2,226.79,117.77,false,RIGHT,5.42,LEFT,Visual Search
aquaman1,2,42,12996,13034,40,603.6,217.8,900.6,269.8,291.38,159.39,false,RIGHT,6.46,LEFT,Visual Search
aquaman1,2,43,13402,13436,36,897.5,275.7,615.8,343.5,349.29,172.4,false,LEFT,6.23,LEFT,Visual Search
aquaman1,2,44,13654,13688,36,630.2,337.7,916.5,280,340.96,176.78,false,RIGHT,6.25,LEFT,Visual Search
aquaman1,2,45,13846,13860,16,900.1,274.2,942.6,270.7,74.24,52.16,false,RIGHT,0.91,LEFT,Visual Search
aquaman1,2,46,14444,14470,28,942,267.2,786.9,369,295.29,150.31,false,LEFT,4.24,LEFT,Visual Search
aquaman1,2,47,14710,14730,22,810.2,370.2,723.7,408.1,161.14,89.42,false,LEFT,2.08,LEFT,Visual Search
aquaman1,2,48,15158,15210,54,731.2,397.5,1013.3,380.2,312.51,134.97,false,RIGHT,5.97,LEFT,Visual Search
aquaman1,2,49,15388,15412,26,1029,386.4,1133,391.6,145.57,79.85,false,RIGHT,2.19,LEFT,Visual Search
aquaman1,2,50,15616,15658,44,1107.7,390.4,1109,216.3,177.09,102.69,false,UP,4.55,LEFT,Visual Search
aquaman1,2,51,15818,15836,20,1118.9,233.2,1168.7,244.3,81.44,54.13,false,RIGHT,1.09,LEFT,Visual Search
aquaman1,2,52,16174,16228,56,1160.7,243.4,1247.6,483.4,346.93,149.22,false,DOWN,6.45,LEFT,Visual Search
aquaman1,2,53,16426,16446,22,1265.5,513.2,1256.3,451,112.26,73.47,false,UP,1.59,LEFT,Visual Search
aquaman1,2,54,16706,16756,52,1252.7,448.1,848.7,521,509.52,195.12,false,LEFT,8.59,LEFT,Visual Search
aquaman1,2,55,17130,17138,10,810.2,525.1,806.2,508.8,46.95,43.03,false,.,0.42,LEFT,Visual Search
aquaman1,2,56,17346,17388,44,817.4,510.2,780.1,645.3,278.4,106.86,false,DOWN,3.48,LEFT,Visual Search
aquaman1,2,57,17802,17824,24,783.8,665.3,664.3,654.9,181.99,104.5,false,LEFT,2.47,LEFT,Visual Search
aquaman1,2,58,18052,18068,18,665.3,647.5,625.1,603.7,105.57,72.88,false,UP,1.37,LEFT,Visual Search
aquaman1,2,59,18240,18286,48,625.5,604.9,583.8,821.4,335.01,144.93,false,DOWN,5.32,LEFT,Visual Search
aquaman1,2,60,18480,18528,50,593.1,834.5,589.7,795.1,74.11,37.35,true,UP,0.93,LEFT,Visual Search
aquaman1,2,61,18648,18674,28,596.4,813.6,741.9,945.2,303.97,149.34,false,DOWN,4.21,LEFT,Visual Search
aquaman1,2,62,19070,19084,16,729.7,937.9,712.9,907.8,58.96,49.39,false,UP,0.77,LEFT,Visual Search
aquaman1,2,63,19332,19410,80,716.8,898.8,583,798.4,220.79,69.99,true,LEFT,3.56,LEFT,Visual Search
aquaman1,2,64,19670,19682,14,594.5,816.2,576.8,785.4,69.89,54.45,false,UP,0.81,LEFT,Visual Search
aquaman1,2,65,19930,19948,20,587.1,797.3,549.3,746.8,114.06,69.67,false,UP,1.43,LEFT,Visual Search
aquaman1,2,66,20132,20154,24,551.4,742.6,448.7,687.9,167.66,99.65,false,LEFT,2.46,LEFT,Visual Search
aquaman1,2,67,20428,20434,8,468.7,692.2,460.5,703.5,44.19,40.97,false,.,0.32,LEFT,Visual Search
aquaman1,2,68,20608,20634,28,457.6,705.4,655.8,716.5,262.05,140.96,false,RIGHT,4.03,LEFT,Visual Search
aquaman1,2,69,21016,21036,22,649.3,710.8,736.4,726.1,140.37,80.85,false,RIGHT,1.82,LEFT,Visual Search
aquaman1,3,1,232,254,24,730.2,724.4,729.8,664.1,91.88,56.1,false,UP,1.47,LEFT,Visual Search
aquaman1,3,2,628,666,40,732,678.1,543.9,866.8,288.28,150.85,false,DOWN,5.89,LEFT,Visual Search
aquaman1,3,3,738,784,48,558.6,858.2,303.3,905.5,277.78,130.62,false,LEFT,5.11,LEFT,Visual Search
aquaman1,3,4,912,934,24,288.5,912.1,230.6,852.4,130.81,72.93,false,UP,1.76,LEFT,Visual Search
aquaman1,3,5,1158,1180,24,238.6,866.6,370.8,845.9,153.64,107.83,false,RIGHT,2.61,LEFT,Visual Search
aquaman1,3,6,1542,1570,30,373.6,833.6,217,871.7,183.44,102.77,false,LEFT,3.16,LEFT,Visual Search
aquaman1,3,7,1940,1960,22,238.3,882.5,357.3,838.2,175.58,116.02,false,RIGHT,2.52,LEFT,Visual Search
aquaman1,3,8,2254,2276,24,368.5,830,263.8,846.1,137.64,81.68,false,LEFT,2.07,LEFT,Visual Search
aquaman1,3,9,2566,2586,22,285.8,849.8,370.3,833.6,114.19,74.4,false,RIGHT,1.69,LEFT,Visual Search
aquaman1,3,10,2912,2970,60,358.9,832.6,788.3,892.4,369.47,168.78,false,RIGHT,8.61,LEFT,Visual Search
aquaman1,3,11,3316,3338,24,821.1,890.2,741.9,953.6,152.18,87.58,false,LEFT,2.14,LEFT,Visual Search
aquaman1,3,12,3626,3644,20,766,955.4,824.4,916.5,113,68.18,false,RIGHT,1.46,LEFT,Visual Search
aquaman1,3,13,3772,3792,22,766,955.4,824.4,916.5,0,NA,true,RIGHT,1.47,LEFT,Visual Search
aquaman1,3,14,3874,3922,50,822.5,918.3,1130.3,855.6,307.59,148.14,false,RIGHT,6.29,LEFT,Visual Search
aquaman1,3,15,4150,4170,22,822.5,918.3,1130.3,855.6,0,NA,true,RIGHT,6.28,LEFT,Visual Search
aquaman1,3,16,4222,4328,108,1158.5,857.6,1319.4,706.2,213.77,86.46,true,UP,4.80,LEFT,Visual Search
aquaman1,3,17,4598,4638,42,1325.6,702.9,1165.9,1009.2,412.86,191.31,false,DOWN,7.74,LEFT,Visual Search
aquaman1,3,19,5348,5416,70,1130.3,1044.1,1049.5,564,331.33,182.52,false,UP,11.37,LEFT,Visual Search
aquaman1,3,20,5700,5730,32,1044.2,551.9,1226.6,656.1,285.87,144.12,false,RIGHT,4.55,LEFT,Visual Search
aquaman1,3,21,5922,5968,48,1209.8,649.5,1226.4,364.3,298.82,150.64,false,UP,7.19,LEFT,Visual Search
aquaman1,3,22,6186,6206,22,1234.2,386.7,1204.8,449.1,125.59,75.63,false,DOWN,1.71,LEFT,Visual Search
aquaman1,3,23,6646,6702,58,1216.4,446.1,1425.9,703.6,420.2,168.54,false,DOWN,7.64,LEFT,Visual Search
aquaman1,3,24,6924,6982,60,1447.4,724.9,1414.9,503.8,213.25,133.41,true,UP,5.43,LEFT,Visual Search
aquaman1,3,25,7378,7418,42,1427.9,526.1,962.3,692,507.67,246.44,false,LEFT,10.28,LEFT,Visual Search
aquaman1,3,26,7566,7604,40,962.7,689.6,544,746.3,409.89,215.2,false,LEFT,8.63,LEFT,Visual Search
aquaman1,3,27,7798,7814,18,565.9,756.1,537.9,712.3,93.6,66.83,false,UP,1.20,LEFT,Visual Search
aquaman1,3,28,8126,8136,12,541.9,704.4,530.7,678.7,65.71,51.91,false,UP,0.67,LEFT,Visual Search
aquaman1,3,29,8304,8350,48,533.3,671.5,137.5,668.5,329.2,163.14,false,LEFT,7.86,LEFT,Visual Search
aquaman1,3,30,8636,8648,14,134.7,676.6,131,650.2,61.93,42,false,UP,0.64,LEFT,Visual Search
aquaman1,3,31,9592,9614,24,133.9,646.8,86,700.9,111.37,64.53,false,DOWN,1.59,LEFT,Visual Search
aquaman1,3,32,9870,9894,26,95.4,697.7,123.9,787.5,138.27,80.54,false,DOWN,2.18,LEFT,Visual Search
aquaman1,3,33,10230,10260,32,127.2,783.1,244.4,719.2,120.47,92.17,false,RIGHT,2.72,LEFT,Visual Search
aquaman1,3,34,10486,10526,42,281.4,668.6,218.3,534.4,178.09,84.08,false,UP,3.52,LEFT,Visual Search
aquaman1,3,35,10886,10930,46,221.7,557.4,140.6,424.9,157.56,79.43,false,UP,3.67,LEFT,Visual Search
aquaman1,3,36,11116,11156,42,136.3,441.5,167.9,308.7,145.06,78.78,false,UP,3.41,LEFT,Visual Search
aquaman1,3,37,11324,11366,44,177.3,324.3,129.9,170.5,180.23,90.9,false,UP,4.05,LEFT,Visual Search
aquaman1,3,38,11530,11548,20,133.3,181.7,76.5,144.7,104.7,68.43,false,LEFT,1.47,LEFT,Visual Search
aquaman1,3,39,11940,12010,72,81.4,144.9,731,195.8,477.83,203.57,false,RIGHT,13.40,LEFT,Visual Search
aquaman1,3,40,12380,12424,46,767,198.2,995.2,485.5,354.54,196.12,false,DOWN,8.90,LEFT,Visual Search
aquaman1,3,41,12644,12700,58,997.6,473,863.4,287.1,189.33,95.92,false,UP,5.60,LEFT,Visual Search
aquaman1,3,42,12896,12940,46,880.6,296,618.8,300.9,277.11,122.05,false,LEFT,5.55,LEFT,Visual Search
aquaman1,3,43,13184,13202,20,640.9,312.6,719.9,292.2,121.46,84.04,false,RIGHT,1.76,LEFT,Visual Search
aquaman1,3,44,13622,13662,42,711.7,311.1,852.1,190.5,191.8,106.83,false,UP,4.37,LEFT,Visual Search
aquaman1,3,45,13872,13954,84,858.2,197.7,1273.1,147.8,267.97,129.74,false,RIGHT,8.85,LEFT,Visual Search
aquaman1,3,46,14156,14206,52,1299.1,140.9,1400.5,390.5,413.95,162.05,false,DOWN,6.78,LEFT,Visual Search
aquaman1,3,47,14398,14416,20,1429.4,422.5,1363.8,396.9,111.54,70.37,false,LEFT,1.48,LEFT,Visual Search
aquaman1,3,48,14820,14840,22,1352.2,379.5,1341.1,307.3,130.85,85.37,false,UP,1.87,LEFT,Visual Search
aquaman1,3,49,14984,15086,104,1335,288,1342.3,171.6,140.76,60.38,true,UP,3.03,LEFT,Visual Search
aquaman1,3,50,15216,15234,20,1335,288,1342.3,171.6,0,NA,true,UP,3.03,LEFT,Visual Search
aquaman1,3,51,15300,15354,56,1345.8,202.4,1429.1,503,462.72,189.95,false,DOWN,7.85,LEFT,Visual Search
aquaman1,3,52,15586,15604,20,1440.8,544.2,1396.7,493.4,119.59,74.24,false,UP,1.54,LEFT,Visual Search
aquaman1,3,53,16202,16236,36,1416.7,504.6,1450.4,726.8,352.16,164.4,false,DOWN,5.46,LEFT,Visual Search
aquaman1,3,54,16388,16408,22,1416.7,504.6,1450.4,726.8,0,NA,true,DOWN,5.36,LEFT,Visual Search
aquaman1,3,55,16524,16548,26,1416.7,504.6,1450.4,726.8,0,NA,true,DOWN,5.36,LEFT,Visual Search
aquaman1,3,56,16686,16816,132,1437.9,711.1,1505.9,648.5,0,NA,true,UP,2.01,LEFT,Visual Search
aquaman1,3,57,16916,16956,42,1495.2,623,1545.6,419,235.74,121.31,false,UP,5.13,LEFT,Visual Search
aquaman1,3,58,17154,17252,100,1544.3,435.3,1532.1,179.8,281.77,99.47,true,UP,6.49,LEFT,Visual Search
aquaman1,3,59,17352,17396,46,1544.3,435.3,1532.1,179.8,0,NA,true,UP,6.57,LEFT,Visual Search
aquaman1,3,60,17510,17550,42,1544.3,435.3,1532.1,179.8,0,NA,true,UP,6.57,LEFT,Visual Search
aquaman1,3,61,17620,17690,72,1531.6,179.7,815.6,569.9,582.9,263.55,false,LEFT,17.68,LEFT,Visual Search
aquaman1,3,62,17948,18000,54,795,588.7,415.2,688.7,356.58,170.19,false,LEFT,8.14,LEFT,Visual Search
aquaman1,3,63,18420,18444,26,412.1,686.5,283.9,764.8,210.22,119.07,false,LEFT,3.16,LEFT,Visual Search
aquaman1,3,64,18658,18696,40,270.1,761.5,315.6,610.2,186.86,93.77,false,UP,3.76,LEFT,Visual Search
aquaman1,3,65,18914,18936,24,311.3,633.9,197,645.1,152.45,93.29,false,LEFT,2.28,LEFT,Visual Search
aquaman1,3,66,19232,19258,28,195,649,99.8,721.9,153.44,89.08,false,LEFT,2.53,LEFT,Visual Search
aquaman1,3,67,19444,19452,10,99.7,720.4,82.5,704,49.46,42.71,false,UP,0.51,LEFT,Visual Search
aquaman1,3,68,19816,19848,34,78.5,702,140.8,906.7,265.17,142.48,false,DOWN,4.87,LEFT,Visual Search
aquaman1,3,69,20246,20272,28,136.1,913.7,247.2,958.9,143.75,80.93,false,RIGHT,2.33,LEFT,Visual Search
aquaman1,3,70,20450,20470,22,136.1,913.7,247.2,958.9,0,NA,true,RIGHT,2.34,LEFT,Visual Search
aquaman1,3,71,20542,20564,24,136.1,913.7,247.2,958.9,0,NA,true,RIGHT,2.34,LEFT,Visual Search
aquaman1,3,72,20640,20698,60,241.5,952,676.1,1021.4,401.91,164.04,false,RIGHT,8.50,LEFT,Visual Search
aquaman1,3,73,20806,20846,42,241.5,952,676.1,1021.4,0,NA,true,RIGHT,8.61,LEFT,Visual Search
aquaman1,3,74,20936,21004,70,706.8,1020.2,1289.9,1013.8,387.36,180.5,false,RIGHT,11.27,LEFT,Visual Search
aquaman1,4,1,486,536,52,1139.9,1047.1,837.1,690.1,393.31,201.99,false,UP,10.22,LEFT,Visual Search
aquaman1,4,2,794,840,48,860.3,698.6,319.3,759,388.76,230.95,false,LEFT,10.97,LEFT,Visual Search
aquaman1,4,3,1136,1150,16,298.7,769.2,317.3,730.6,76.37,59.76,false,UP,0.99,LEFT,Visual Search
aquaman1,4,4,1338,1366,30,316.6,715.3,138.3,679.8,188.96,122.07,false,LEFT,3.59,LEFT,Visual Search
aquaman1,4,5,1720,1768,50,112.9,663.1,721,737,452.04,245.84,false,RIGHT,12.20,LEFT,Visual Search
aquaman1,4,6,2138,2176,40,743.1,745.3,733.1,605,132.29,84.98,false,UP,3.45,LEFT,Visual Search
aquaman1,4,7,2396,2432,38,739.3,608.6,903.9,527.8,161.84,105.15,false,RIGHT,3.99,LEFT,Visual Search
aquaman1,4,8,2854,2894,42,910.5,524.9,1181.3,622.1,286.55,147.59,false,RIGHT,6.10,LEFT,Visual Search
aquaman1,4,9,3278,3306,30,1163,622.6,1314.8,647.1,192.32,104.5,false,RIGHT,3.13,LEFT,Visual Search
aquaman1,4,10,3602,3630,30,1287.3,641.8,1208,807.4,287.55,145.08,false,DOWN,4.29,LEFT,Visual Search
aquaman1,4,11,3940,3982,44,1205.9,822.7,941.6,730.3,268.3,132.07,false,LEFT,5.76,LEFT,Visual Search
aquaman1,4,12,4386,4424,40,956.1,741,921.2,562.2,221.46,113.79,false,UP,4.47,LEFT,Visual Search
aquaman1,4,13,4698,4748,52,925.2,565.8,1147.2,562.3,249.73,117.01,false,RIGHT,4.60,LEFT,Visual Search
aquaman1,4,14,5020,5082,64,1160.7,564.9,1294.4,137.8,270.01,178.96,false,UP,11.30,LEFT,Visual Search
aquaman1,4,15,5118,5138,22,1160.7,564.9,1294.4,137.8,0,NA,true,UP,11.52,LEFT,Visual Search
aquaman1,4,16,5360,5382,24,1307.1,162.7,1399,148.6,130.58,77.85,false,RIGHT,1.93,LEFT,Visual Search
aquaman1,4,17,5614,5618,6,1391.2,154.8,1382.3,146.7,43.99,41.24,false,.,0.28,LEFT,Visual Search
aquaman1,4,18,5782,5844,64,1377.6,138.6,1642.5,422.4,477.3,255.63,true,DOWN,8.95,LEFT,Visual Search
aquaman1,4,19,5978,6010,34,1377.6,138.6,1642.5,422.4,0,NA,true,DOWN,8.69,LEFT,Visual Search
aquaman1,4,20,6084,6210,128,1634.3,470.4,1615.8,738.4,0,NA,true,DOWN,6.45,LEFT,Visual Search
aquaman1,4,21,6306,6354,50,1634.3,470.4,1615.8,738.4,0,NA,true,DOWN,6.27,LEFT,Visual Search
aquaman1,4,22,6454,6570,118,1608.3,758.5,542.7,515.2,402.77,284.47,true,LEFT,21.89,LEFT,Visual Search
aquaman1,4,23,6790,6850,62,240.9,533.1,193.8,102.6,289.94,176.73,false,UP,10.95,LEFT,Visual Search
aquaman1,4,24,7304,7366,64,189.5,119.5,331.2,591.3,505.05,225.4,false,DOWN,12.25,LEFT,Visual Search
