ParticipantID,Trial,SaccadeNo,EndTime,Duration,StartX,StartY,EndX,EndY,PeakVelocity,MeanVelocity,Blink,Direction,Amplitude,EyeUsed,Order,Task,StartTime
goblin1,1,1,450,38,4.14,480.4,904.1,680.4,335.91,187.21,FALSE,RIGHT,7.13,LEFT,1,Searching,NA
goblin1,1,2,832,46,7.88,681.6,1071.3,546.5,177.11,115.63,FALSE,RIGHT,4.93,LEFT,1,Searching,NA
goblin1,1,3,1184,22,11.64,550.4,1155.6,527.8,114.1,76.75,FALSE,RIGHT,1.71,LEFT,1,Searching,NA
goblin1,1,4,1418,16,14.04,526.8,1150,495,61.44,51.63,FALSE,UP,0.83,LEFT,1,Searching,NA
goblin1,1,5,1864,46,18.2,481.8,1532.8,466.5,248.17,165.79,FALSE,RIGHT,7.65,LEFT,1,Searching,NA
goblin1,1,6,2140,12,21.3,480.1,1551.2,501.8,53.7,46.47,FALSE,DOWN,0.59,LEFT,1,Searching,NA
goblin1,1,7,2382,16,23.68,504.8,1498.7,488.2,86.71,66.12,FALSE,LEFT,1.12,LEFT,1,Searching,NA
goblin1,1,8,2586,50,25.38,484,1469.3,156.7,233.33,166.58,FALSE,UP,8.33,LEFT,1,Searching,NA
goblin1,1,9,2840,16,28.26,173.6,1468.8,136,75.86,57.97,FALSE,UP,1,LEFT,1,Searching,NA
goblin1,1,10,3170,54,31.18,138.8,840.2,116.9,386.73,247.57,FALSE,LEFT,13.25,LEFT,1,Searching,NA
goblin1,1,11,3652,52,36.02,126.8,258.1,365.1,412.29,269.00,FALSE,LEFT,13.84,LEFT,1,Searching,NA
goblin1,1,12,3878,28,38.52,373.3,189,488.7,196.91,118.69,FALSE,DOWN,3.21,LEFT,1,Searching,NA
goblin1,1,13,4152,26,41.28,511.6,340.5,487.9,177.02,114.26,FALSE,RIGHT,3,LEFT,1,Searching,NA
goblin1,1,14,4376,26,43.52,493,210.4,499.6,176.33,110.41,FALSE,LEFT,2.94,LEFT,1,Searching,NA
goblin1,1,15,4790,20,47.72,502,148.8,503.5,89.02,62.39,FALSE,LEFT,1.32,LEFT,1,Searching,NA
goblin1,1,16,5400,34,53.68,510.1,217.9,663.5,190.57,119.35,FALSE,DOWN,4,LEFT,1,Searching,NA
goblin1,1,17,5590,10,55.82,675.1,225.1,691.4,45.58,41.71,FALSE,.,0.4,LEFT,1,Searching,NA
goblin1,1,18,6094,38,60.58,706.1,232.7,951.1,259.85,148.37,FALSE,DOWN,5.66,LEFT,1,Searching,NA
goblin1,1,19,6324,26,63,952.5,97.3,972.6,147.78,98.25,FALSE,LEFT,2.62,LEFT,1,Searching,NA
goblin1,1,20,6896,24,68.74,974.9,233.9,1021.2,149.49,107.29,FALSE,RIGHT,2.59,LEFT,1,Searching,NA
goblin1,1,21,7228,10,72.2,1027.6,221.2,1034.4,44.25,38.74,FALSE,.,0.43,LEFT,1,Searching,NA
goblin1,1,22,8070,52,80.2,1026.6,672,1026.5,221.82,160.32,FALSE,RIGHT,8.37,LEFT,1,Searching,NA
goblin1,1,23,8370,50,83.22,1043.1,1181.2,1035.5,283.61,191.26,FALSE,RIGHT,9.56,LEFT,1,Searching,NA
goblin1,1,24,8882,44,88.4,1051.5,1539.6,1042.9,234.53,152.12,FALSE,RIGHT,6.69,LEFT,1,Searching,NA
goblin1,1,25,9094,14,90.82,1043.5,1492.1,1043.5,70.75,54.44,FALSE,LEFT,0.85,LEFT,1,Searching,NA
goblin1,1,26,9346,42,93.06,1041.6,1521.5,825,164.71,115.36,FALSE,UP,4.84,LEFT,1,Searching,NA
goblin1,1,27,9600,38,95.64,819.3,1499.8,1066,257.11,146.85,FALSE,DOWN,5.51,LEFT,1,Searching,NA
goblin1,1,28,9834,46,97.9,1065,1475.7,728.3,267.56,165.16,FALSE,UP,7.6,LEFT,1,Searching,NA
goblin1,1,29,10058,18,100.42,751.6,1465.8,803.5,92.54,64.55,FALSE,DOWN,1.24,LEFT,1,Searching,NA
goblin1,1,30,10308,26,102.84,807.7,1577.3,802.5,117.03,76.63,FALSE,RIGHT,2.04,LEFT,1,Searching,NA
goblin1,1,31,10582,50,105.34,804.4,1014.4,867.6,335.91,218.68,FALSE,LEFT,10.96,LEFT,1,Searching,NA
goblin1,1,32,11158,26,111.34,864.1,903.5,961.3,195.58,124.55,FALSE,LEFT,3.17,LEFT,1,Searching,NA
goblin1,1,33,11460,12,114.5,987.7,953.3,984.1,56.61,47.72,FALSE,RIGHT,0.61,LEFT,1,Searching,NA
goblin1,1,34,11908,54,118.56,972.3,363.4,994.9,352.57,216.33,FALSE,LEFT,11.63,LEFT,1,Searching,NA
goblin1,1,35,12570,20,125.52,996.5,426.1,1004.7,80.33,60.20,FALSE,RIGHT,1.24,LEFT,1,Searching,NA
goblin1,1,36,12792,44,127.5,1009.3,110.8,970.7,222.54,143.48,FALSE,LEFT,6.38,LEFT,1,Searching,NA
goblin1,1,37,13130,10,131.22,986.9,93,982.5,51.24,44.87,FALSE,LEFT,0.5,LEFT,1,Searching,NA
goblin1,1,38,13560,26,135.36,972.5,240.4,1019.2,157.76,103.85,FALSE,RIGHT,2.69,LEFT,1,Searching,NA
goblin1,1,39,13928,48,138.82,1028.4,348.1,611.2,330.25,207.61,FALSE,UP,9.84,LEFT,1,Searching,NA
goblin1,1,40,14224,30,141.96,624,228.7,721.6,199.67,118.93,FALSE,LEFT,3.58,LEFT,1,Searching,NA
goblin1,1,41,14646,30,146.18,713.8,341,613.2,146.19,101.19,FALSE,UP,3.04,LEFT,1,Searching,NA
goblin1,1,42,15196,38,151.6,607.5,156.9,533.9,177.05,115.66,FALSE,LEFT,4.41,LEFT,1,Searching,NA
goblin1,1,43,15526,16,155.12,535.3,100.9,528.4,86.84,68.49,FALSE,LEFT,1.16,LEFT,1,Searching,NA
goblin1,1,44,15746,10,157.38,519.8,126.2,514.2,40.2,36.21,FALSE,.,0.37,LEFT,1,Searching,NA
goblin1,1,45,15996,60,159.38,512.7,1014.8,528.8,490.37,304.08,FALSE,RIGHT,17.95,LEFT,1,Searching,NA
goblin1,1,46,16228,26,162.04,539.3,1124,503.7,141.65,93.22,FALSE,RIGHT,2.44,LEFT,1,Searching,NA
goblin1,1,47,16440,48,163.94,508.5,588.6,521.9,392.43,238.99,FALSE,LEFT,11.46,LEFT,1,Searching,NA
goblin1,1,48,16722,50,166.74,528.6,1208,534.8,395.1,249.81,FALSE,RIGHT,12.47,LEFT,1,Searching,NA
goblin1,1,49,16952,26,169.28,538.7,1310.8,539,138.23,84.88,FALSE,RIGHT,2.26,LEFT,1,Searching,NA
goblin1,1,50,17110,20,170.92,542.3,1389.5,525,117.39,72.97,FALSE,RIGHT,1.55,LEFT,1,Searching,NA
goblin1,1,51,17292,10,172.84,532.7,1368,531.9,45.66,40.02,FALSE,.,0.43,LEFT,1,Searching,NA
goblin1,1,52,17560,8,175.54,532.3,1349,532.2,44.3,40.13,FALSE,.,0.35,LEFT,1,Searching,NA
goblin1,1,53,18308,38,182.72,520.6,1565.7,432.2,207.46,125.90,FALSE,RIGHT,4.81,LEFT,1,Searching,NA
goblin1,1,54,18900,46,188.56,424.7,1095.8,480.3,341.79,205.11,FALSE,LEFT,9.44,LEFT,1,Searching,NA
goblin1,1,55,19614,44,195.72,484.7,802,474,238.11,144.98,FALSE,LEFT,6.41,LEFT,1,Searching,NA
goblin1,1,56,19928,12,199.18,488.7,833.3,483.3,54.04,44.99,FALSE,RIGHT,0.57,LEFT,1,Searching,NA
goblin1,1,57,20208,46,201.64,483.2,359.5,476.3,335.99,214.45,FALSE,LEFT,9.85,LEFT,1,Searching,NA
goblin1,1,58,21044,22,210.24,483.5,310.1,472.7,130.25,87.91,FALSE,LEFT,1.98,LEFT,1,Searching,NA
goblin1,2,1,90,36,0.56,464.9,210,324.5,163.02,116.94,FALSE,UP,4.04,LEFT,1,Searching,NA
goblin1,2,2,352,40,3.14,303.8,581.2,308.3,341.04,196.30,FALSE,RIGHT,7.85,LEFT,1,Searching,NA
goblin1,2,3,578,40,5.4,307.1,816.6,572.9,416.05,209.68,FALSE,DOWN,8.3,LEFT,1,Searching,NA
goblin1,2,4,818,38,7.82,579.7,525.1,705.2,305.41,178.47,FALSE,LEFT,6.83,LEFT,1,Searching,NA
goblin1,2,5,1000,28,9.74,707.1,381.2,606.1,230.29,146.20,FALSE,LEFT,3.99,LEFT,1,Searching,NA
goblin1,2,6,1410,18,13.94,588.2,428.3,572.1,79,60.19,FALSE,RIGHT,1.13,LEFT,1,Searching,NA
goblin1,2,7,1796,24,17.74,571.4,469.3,504.3,103.41,79.98,FALSE,UP,1.94,LEFT,1,Searching,NA
goblin1,2,8,2222,22,22.02,501.6,476.5,453.3,68.73,57.34,FALSE,UP,1.28,LEFT,1,Searching,NA
goblin1,2,9,2424,8,24.18,444,464.5,435,44.21,40.87,FALSE,.,0.34,LEFT,1,Searching,NA
goblin1,2,10,3268,44,32.26,419.5,841,538.3,352.4,199.78,FALSE,RIGHT,8.71,LEFT,1,Searching,NA
goblin1,2,11,3578,20,35.6,548.8,809.3,578.3,94.86,62.39,FALSE,LEFT,1.33,LEFT,1,Searching,NA
goblin1,2,12,4320,54,42.68,572.3,1476.2,608.7,395.18,251.00,FALSE,RIGHT,13.46,LEFT,1,Searching,NA
goblin1,2,13,4828,12,48.18,630.5,1470.1,655.8,57.36,47.76,FALSE,DOWN,0.62,LEFT,1,Searching,NA
goblin1,2,14,5088,40,50.5,662,1349.2,947.5,293.85,175.79,FALSE,DOWN,7.02,LEFT,1,Searching,NA
goblin1,2,15,5368,32,53.38,954.4,1147.6,993,222.51,130.96,FALSE,LEFT,4.21,LEFT,1,Searching,NA
goblin1,2,16,5684,46,56.4,991.4,727.1,1026.3,285.69,172.03,FALSE,LEFT,7.94,LEFT,1,Searching,NA
goblin1,2,17,5948,22,59.28,1021.7,643.6,1033.9,134.13,75.76,FALSE,LEFT,1.77,LEFT,1,Searching,NA
goblin1,2,18,6334,50,62.86,1024.3,149.6,1008.9,273.42,193.63,FALSE,LEFT,9.71,LEFT,1,Searching,NA
goblin1,2,19,6706,50,66.58,1015.6,681.9,692.8,416.25,252.88,FALSE,RIGHT,12.54,LEFT,1,Searching,NA
goblin1,2,20,7078,24,70.56,712.8,803.6,726.7,141.69,87.02,FALSE,RIGHT,2.17,LEFT,1,Searching,NA
goblin1,2,21,7356,18,73.4,715.8,808.2,679.3,68.18,54.03,FALSE,UP,0.97,LEFT,1,Searching,NA
goblin1,2,22,7600,10,75.92,679.1,813.9,667.9,35.17,31.70,FALSE,.,0.33,LEFT,1,Searching,NA
goblin1,2,23,7784,20,77.66,654.5,824.3,603.5,85.88,65.20,FALSE,UP,1.27,LEFT,1,Searching,NA
goblin1,2,24,8378,22,83.58,592.8,917.2,583.2,112.9,80.62,FALSE,RIGHT,1.8,LEFT,1,Searching,NA
goblin1,2,25,8598,24,85.76,575.6,832.1,558.7,130.81,85.37,FALSE,LEFT,2.08,LEFT,1,Searching,NA
goblin1,2,26,9344,22,93.24,544.7,878.9,491.2,107.89,81.35,FALSE,UP,1.81,LEFT,1,Searching,NA
goblin1,2,27,9784,24,97.62,488,981.8,489,124.16,80.35,FALSE,RIGHT,2.02,LEFT,1,Searching,NA
goblin1,2,28,10410,44,103.68,511,980.7,289.8,186.64,130.01,FALSE,UP,5.73,LEFT,1,Searching,NA
goblin1,2,29,10660,10,106.52,287.1,997.1,278.6,39.18,35.14,FALSE,.,0.37,LEFT,1,Searching,NA
goblin1,2,30,10938,48,108.92,276.8,1423.6,575.4,404.42,242.13,FALSE,RIGHT,11.54,LEFT,1,Searching,NA
goblin1,2,31,11314,58,112.58,587.3,928.3,203.3,405.09,247.06,FALSE,LEFT,14.16,LEFT,1,Searching,NA
goblin1,2,32,11738,24,117.16,215.5,856.9,271.6,152.74,89.82,FALSE,LEFT,2.19,LEFT,1,Searching,NA
goblin1,2,33,12158,36,121.24,276.1,756.6,423.1,243.43,131.10,FALSE,DOWN,4.5,LEFT,1,Searching,NA
goblin1,2,34,12480,40,124.42,417.9,736,652.5,277.05,151.83,FALSE,DOWN,5.96,LEFT,1,Searching,NA
goblin1,2,35,12818,18,128.02,651.5,774.3,685.8,75.43,58.18,FALSE,DOWN,1.07,LEFT,1,Searching,NA
goblin1,2,36,13410,32,133.8,689.6,818.1,828.6,171.21,105.23,FALSE,DOWN,3.41,LEFT,1,Searching,NA
goblin1,2,37,13822,24,138,835.7,888.7,912.5,140.31,99.25,FALSE,DOWN,2.33,LEFT,1,Searching,NA
goblin1,2,38,14078,28,140.52,937.9,963.2,832,133.62,97.70,FALSE,UP,2.71,LEFT,1,Searching,NA
goblin1,2,39,14760,40,147.22,816.8,848.3,688.3,158.04,100.96,FALSE,UP,3.91,LEFT,1,Searching,NA
goblin1,2,40,15036,20,150.18,685.5,800.6,665.2,86.08,61.63,FALSE,LEFT,1.24,LEFT,1,Searching,NA
goblin1,2,41,15368,12,153.58,661.3,818.9,647.4,38.07,34.51,FALSE,.,0.41,LEFT,1,Searching,NA
goblin1,2,42,15934,22,159.14,633.5,807.2,566.1,100.49,80.22,FALSE,UP,1.69,LEFT,1,Searching,NA
goblin1,2,43,16276,154,161.24,542.2,740.7,510.8,774.48,271.57,TRUE,LEFT,1.68,LEFT,1,Searching,NA
goblin1,2,44,17128,40,170.9,498.9,737.9,670.8,162.8,107.20,FALSE,DOWN,4.33,LEFT,1,Searching,NA
goblin1,2,45,17742,24,177.2,684.1,773.3,623,102.21,69.79,FALSE,UP,1.68,LEFT,1,Searching,NA
goblin1,2,46,18400,42,183.6,619.8,974.2,837.2,251.12,160.04,FALSE,DOWN,6.52,LEFT,1,Searching,NA
goblin1,2,47,18864,28,188.38,852.2,1114.9,957.7,212.44,132.73,FALSE,RIGHT,3.69,LEFT,1,Searching,NA
goblin1,2,48,19370,42,193.3,985.9,762.8,1010.1,278.73,177.04,FALSE,LEFT,7.48,LEFT,1,Searching,NA
goblin1,2,49,19616,16,196.02,1006.8,727.6,983.1,67.78,51.53,FALSE,LEFT,0.82,LEFT,1,Searching,NA
goblin1,2,50,19924,32,198.94,969.8,556.2,956.2,169.43,114.49,FALSE,LEFT,3.61,LEFT,1,Searching,NA
goblin1,2,51,20428,46,203.84,957,183.1,934.7,224.49,144.90,FALSE,LEFT,6.69,LEFT,1,Searching,NA
goblin1,2,52,20996,66,209.32,939.4,130.6,445.4,265.93,185.66,FALSE,UP,11.73,LEFT,1,Searching,NA
goblin1,3,1,496,46,4.52,274.1,560.3,668.5,449.95,266.62,FALSE,DOWN,12.19,LEFT,1,Searching,NA
goblin1,3,2,926,42,8.86,676.6,720,833.4,181.81,120.59,FALSE,DOWN,4.98,LEFT,1,Searching,NA
goblin1,3,3,1140,18,11.24,842.5,665,836.2,82.29,56.32,FALSE,LEFT,1.12,LEFT,1,Searching,NA
goblin1,3,4,1538,32,15.08,834.1,877.7,923.1,236.74,143.63,FALSE,RIGHT,4.64,LEFT,1,Searching,NA
goblin1,3,5,1790,10,17.82,928.9,865.5,935,55.78,49.62,FALSE,LEFT,0.52,LEFT,1,Searching,NA
goblin1,3,6,2024,40,19.86,930.7,1183.1,892.8,248.71,155.96,FALSE,RIGHT,6.3,LEFT,1,Searching,NA
goblin1,3,7,2322,10,23.14,901.3,1198.2,886.2,37.4,34.19,FALSE,.,0.36,LEFT,1,Searching,NA
goblin1,3,8,2536,12,25.26,882.7,1210.5,858.5,51.81,44.66,FALSE,UP,0.57,LEFT,1,Searching,NA
goblin1,3,9,2910,26,28.86,853.3,1235.9,755.1,120.15,90.60,FALSE,UP,2.33,LEFT,1,Searching,NA
goblin1,3,10,3730,52,36.8,721.3,771.8,441.6,343.89,226.44,FALSE,LEFT,11.65,LEFT,1,Searching,NA
goblin1,3,11,4038,48,39.92,444.7,1208.1,426.7,298.24,190.99,FALSE,RIGHT,9.15,LEFT,1,Searching,NA
goblin1,3,12,4444,48,43.98,427.4,813.6,258.8,300.91,197.54,FALSE,LEFT,9.47,LEFT,1,Searching,NA
goblin1,3,13,4906,52,48.56,261.6,425.1,333.5,233.96,167.18,FALSE,LEFT,8.7,LEFT,1,Searching,NA
goblin1,3,14,5226,38,51.9,330.7,235.9,358.3,153.59,100.81,FALSE,LEFT,3.88,LEFT,1,Searching,NA
goblin1,3,15,5394,18,53.78,358.8,188.1,363,91.94,61.88,FALSE,LEFT,1.2,LEFT,1,Searching,NA
goblin1,3,16,5608,44,55.66,361.7,140.4,148.3,210.19,125.49,FALSE,UP,5.52,LEFT,1,Searching,NA
goblin1,3,17,5800,12,57.9,150.4,118,137.9,45.31,39.29,FALSE,.,0.49,LEFT,1,Searching,NA
goblin1,3,18,5980,26,59.56,133.7,262.9,120,174.51,109.16,FALSE,RIGHT,2.87,LEFT,1,Searching,NA
goblin1,3,19,6386,34,63.54,125,93.1,103.3,175.27,107.22,FALSE,LEFT,3.72,LEFT,1,Searching,NA
goblin1,3,20,7174,44,71.32,102.1,324,29.2,159.18,114.61,FALSE,RIGHT,4.9,LEFT,1,Searching,NA
goblin1,3,21,7366,38,73.3,23.1,624.7,41.1,258.42,156.63,FALSE,RIGHT,5.97,LEFT,1,Searching,NA
goblin1,3,22,7618,20,76,40,564.9,23.1,105.67,73.55,FALSE,LEFT,1.51,LEFT,1,Searching,NA
goblin1,3,23,7926,66,78.62,21,1460.8,74.5,418.16,292.12,FALSE,RIGHT,18.92,LEFT,1,Searching,NA
goblin1,3,24,8348,24,83.26,71.6,1570.4,30.4,151.33,103.74,FALSE,RIGHT,2.46,LEFT,1,Searching,NA
goblin1,3,25,8780,78,87.04,19.5,449.4,103.6,440.08,310.30,FALSE,LEFT,23.43,LEFT,1,Searching,NA
goblin1,3,26,9056,42,90.16,107.9,132.5,94.1,246.42,157.70,FALSE,LEFT,6.7,LEFT,1,Searching,NA
goblin1,3,27,9258,14,92.46,100.9,96.1,97.3,62.69,50.16,FALSE,LEFT,0.77,LEFT,1,Searching,NA
goblin1,3,28,9960,48,99.14,109.2,456.6,127.1,199.85,147.15,FALSE,RIGHT,7.07,LEFT,1,Searching,NA
goblin1,3,29,10212,16,101.98,138.3,522.6,148.1,82.36,62.71,FALSE,RIGHT,1.08,LEFT,1,Searching,NA
goblin1,3,30,11194,34,111.62,147.9,687.7,212.2,206.35,127.45,FALSE,RIGHT,4.27,LEFT,1,Searching,NA
goblin1,3,31,11396,16,113.82,222.3,711,251.5,62.59,51.93,FALSE,DOWN,0.86,LEFT,1,Searching,NA
goblin1,3,32,11846,8,118.4,258,730,258.7,35.35,32.02,FALSE,.,0.28,LEFT,1,Searching,NA
goblin1,3,33,12248,54,121.96,266.1,1318.6,371.4,354.71,233.54,FALSE,RIGHT,12.51,LEFT,1,Searching,NA
goblin1,3,34,12658,34,126.26,383.1,1386.9,529.3,211.77,123.48,FALSE,DOWN,3.98,LEFT,1,Searching,NA
goblin1,3,35,13080,44,130.38,530.5,1491.8,810.5,298.73,163.99,FALSE,DOWN,7.07,LEFT,1,Searching,NA
goblin1,3,36,13290,26,132.66,821.6,1577.8,936.9,188.89,121.81,FALSE,DOWN,3.11,LEFT,1,Searching,NA
goblin1,3,37,13956,44,139.14,986.1,1179.1,1056.1,295.92,183.09,FALSE,LEFT,8.07,LEFT,1,Searching,NA
goblin1,3,38,14310,8,143.04,1055.4,1171.3,1058.3,34.98,32.10,FALSE,.,0.24,LEFT,1,Searching,NA
goblin1,3,39,14702,14,146.9,1056.8,1214.4,1047.7,57.86,48.20,FALSE,RIGHT,0.69,LEFT,1,Searching,NA
goblin1,3,40,15138,66,150.74,1042.8,189.1,995.9,450.84,302.73,FALSE,LEFT,19.57,LEFT,1,Searching,NA
goblin1,3,41,15380,28,153.54,992.5,41.5,977.5,141.33,93.95,FALSE,LEFT,2.66,LEFT,1,Searching,NA
goblin1,3,42,15578,20,155.6,970.1,37.8,918.1,73.56,57.12,FALSE,UP,1.15,LEFT,1,Searching,NA
goblin1,3,43,16092,38,160.56,921.3,318.4,983.5,233.32,138.45,FALSE,RIGHT,5.22,LEFT,1,Searching,NA
goblin1,3,44,16270,8,162.64,991.8,334.6,1001.7,35.02,32.34,FALSE,.,0.26,LEFT,1,Searching,NA
goblin1,3,45,17228,92,171.38,1008.3,1083.9,997.3,306.19,160.54,FALSE,RIGHT,14.38,LEFT,1,Searching,NA
goblin1,3,46,17698,48,176.52,1003.5,1588.7,975.4,317.57,201.76,FALSE,RIGHT,9.72,LEFT,1,Searching,NA
goblin1,3,47,17998,18,179.82,979.6,1644,996.4,96.89,67.78,FALSE,RIGHT,1.3,LEFT,1,Searching,NA
goblin1,3,48,18578,8,185.72,1027.9,1648.9,1026.3,44.41,38.85,FALSE,.,0.36,LEFT,1,Searching,NA
goblin1,3,49,19002,22,189.82,1021.9,1565.8,999.7,116.73,72.91,FALSE,LEFT,1.61,LEFT,1,Searching,NA
goblin1,3,50,19474,24,194.52,990.7,1516.1,906,118.46,88.69,FALSE,UP,2,LEFT,1,Searching,NA
goblin1,3,51,19800,194,196.08,888.6,430,523.6,635.31,295.24,TRUE,LEFT,23.19,LEFT,1,Searching,NA
goblin1,3,52,20026,42,199.86,526.8,131.5,502.7,241.53,149.01,FALSE,LEFT,6.3,LEFT,1,Searching,NA
goblin1,3,53,20232,18,202.16,514.9,80.8,510.9,96.99,70.78,FALSE,LEFT,1.34,LEFT,1,Searching,NA
goblin1,3,54,20522,26,204.98,504.2,165.9,425.7,131.21,96.68,FALSE,UP,2.47,LEFT,1,Searching,NA
goblin1,3,55,20854,42,208.14,401.6,91.5,672.1,255.45,162.77,FALSE,DOWN,6.85,LEFT,1,Searching,NA
goblin1,4,1,404,50,3.56,655.2,714.8,619,406.34,241.70,FALSE,RIGHT,12.03,LEFT,1,Searching,NA
goblin1,4,2,620,30,5.92,627.9,876.1,560.9,195.1,118.81,FALSE,RIGHT,3.6,LEFT,1,Searching,NA
goblin1,4,3,944,44,9.02,560.6,1269.5,636.2,297.21,176.18,FALSE,RIGHT,7.76,LEFT,1,Searching,NA
goblin1,4,4,1360,50,13.12,639.2,1205.1,359.2,221.74,143.67,FALSE,UP,7.19,LEFT,1,Searching,NA
goblin1,4,5,1570,26,15.46,363.3,1151.9,257.2,197.39,118.89,FALSE,UP,2.99,LEFT,1,Searching,NA
goblin1,4,6,1928,16,19.14,232.6,1173.7,208.9,54.49,46.17,FALSE,UP,0.74,LEFT,1,Searching,NA
goblin1,4,7,2192,24,21.7,206,1154.1,131.1,119.03,84.98,FALSE,UP,2.03,LEFT,1,Searching,NA
goblin1,4,8,2466,22,24.46,125,1256.3,114.5,130.24,90.30,FALSE,RIGHT,2.04,LEFT,1,Searching,NA
goblin1,4,9,2760,20,27.42,108.4,1320.5,74.6,82.95,64.19,FALSE,UP,1.24,LEFT,1,Searching,NA
goblin1,4,10,3292,34,32.6,61,1529.9,67.9,193.75,125.36,FALSE,RIGHT,4.27,LEFT,1,Searching,NA
goblin1,4,11,3680,24,36.58,67,1589.8,142.8,148.03,91.10,FALSE,DOWN,2.16,LEFT,1,Searching,NA
goblin1,4,12,4070,36,40.36,159.1,1594.9,335,196.33,124.60,FALSE,DOWN,4.47,LEFT,1,Searching,NA
goblin1,4,13,4520,42,44.8,345.3,1588.4,618.5,268.97,165.34,FALSE,DOWN,6.74,LEFT,1,Searching,NA
goblin1,4,14,4958,40,49.2,628.1,1526.5,895.8,274.15,159.25,FALSE,DOWN,6.36,LEFT,1,Searching,NA
goblin1,4,15,5284,40,52.46,902.1,1238.1,994.9,254.8,151.67,FALSE,LEFT,6.1,LEFT,1,Searching,NA
goblin1,4,16,5588,44,55.46,998.7,878.1,952.5,274.84,164.96,FALSE,LEFT,7.29,LEFT,1,Searching,NA
goblin1,4,17,5992,16,59.78,953.5,896.1,927.4,50.25,42.41,FALSE,UP,0.61,LEFT,1,Searching,NA
goblin1,4,18,6186,50,61.38,922.8,364.2,950.3,321.66,212.14,FALSE,LEFT,10.6,LEFT,1,Searching,NA
goblin1,4,19,6728,34,66.96,952,119.1,915.9,212.75,142.55,FALSE,LEFT,4.78,LEFT,1,Searching,NA
goblin1,4,20,7164,46,71.2,905.3,278.1,661.8,219.31,144.54,FALSE,UP,6.64,LEFT,1,Searching,NA
goblin1,4,21,7570,42,75.3,656,430.1,486.2,188.2,120.40,FALSE,UP,5.06,LEFT,1,Searching,NA
goblin1,4,22,8784,20,87.66,481.1,489.4,471.8,107.17,76.54,FALSE,RIGHT,1.56,LEFT,1,Searching,NA
goblin1,4,23,9210,46,91.66,477.8,159.6,410.1,245.87,159.52,FALSE,LEFT,7.31,LEFT,1,Searching,NA
goblin1,4,24,9510,38,94.74,410.9,297.4,252.6,194.04,129.82,FALSE,UP,4.84,LEFT,1,Searching,NA
goblin1,4,25,10002,28,99.76,230.1,467.6,276.1,159.67,106.97,FALSE,RIGHT,2.95,LEFT,1,Searching,NA
goblin1,4,26,10386,46,103.42,292.3,881.9,384,308.79,188.06,FALSE,RIGHT,8.59,LEFT,1,Searching,NA
goblin1,4,27,10798,22,107.78,399.3,949.1,439.5,127.29,84.46,FALSE,RIGHT,1.93,LEFT,1,Searching,NA
goblin1,4,28,11096,44,110.54,448.7,1215,608.2,286.47,163.35,FALSE,RIGHT,6.94,LEFT,1,Searching,NA
goblin1,4,29,11434,30,114.06,610.8,1235.3,747,192.48,111.05,FALSE,DOWN,3.31,LEFT,1,Searching,NA
goblin1,4,30,13050,26,130.26,763.1,1242.4,673.7,107.21,84.38,FALSE,UP,2.16,LEFT,1,Searching,NA
goblin1,4,31,15238,44,151.96,642.6,1202.5,938.2,242.93,158.13,FALSE,DOWN,6.98,LEFT,1,Searching,NA
goblin1,4,32,15544,34,155.12,954.7,996.6,950.6,214.04,129.84,FALSE,LEFT,4.39,LEFT,1,Searching,NA
goblin1,4,33,16106,38,160.7,953.7,778.9,976.8,186.05,116.95,FALSE,LEFT,4.48,LEFT,1,Searching,NA
goblin1,4,34,16380,12,163.7,972,772.1,951.9,45.73,41.30,FALSE,.,0.47,LEFT,1,Searching,NA
goblin1,4,35,16632,24,166.1,950.4,718.6,901.7,93.26,71.58,FALSE,LEFT,1.62,LEFT,1,Searching,NA
goblin1,4,36,16858,24,168.36,882.1,617.6,901.9,150.56,92.62,FALSE,LEFT,2.27,LEFT,1,Searching,NA
goblin1,4,37,17464,36,174.3,900.6,383.3,929.2,183.68,118.34,FALSE,LEFT,4.3,LEFT,1,Searching,NA
goblin1,4,38,17762,30,177.34,924.4,220.2,956.8,166.49,103.43,FALSE,LEFT,3.17,LEFT,1,Searching,NA
goblin1,4,39,18668,62,186.08,950.7,1021,962.7,372.3,248.36,FALSE,RIGHT,15.26,LEFT,1,Searching,NA
goblin1,4,40,19152,22,191.32,983.3,1130.4,997,142.74,90.11,FALSE,RIGHT,1.99,LEFT,1,Searching,NA
goblin1,4,41,19422,50,193.74,1009.6,1630,976.1,258.42,174.64,FALSE,RIGHT,8.74,LEFT,1,Searching,NA
goblin1,4,42,19710,46,196.66,983.7,1225.2,1011.2,270.88,166.94,FALSE,LEFT,7.72,LEFT,1,Searching,NA
goblin1,4,43,20108,18,200.92,1011.9,1281.8,990.5,73.99,54.58,FALSE,RIGHT,1.02,LEFT,1,Searching,NA
goblin1,4,44,20588,44,205.46,983,1626.7,859.7,245.17,156.66,FALSE,RIGHT,6.9,LEFT,1,Searching,NA
goblin1,4,45,20792,24,207.7,862.8,1727.6,849.1,128.79,78.19,FALSE,RIGHT,1.93,LEFT,1,Searching,NA
goblin1,4,46,21042,38,210.06,849.4,1651.1,703.8,140.62,99.32,FALSE,UP,3.67,LEFT,1,Searching,NA
goblin1,5,1,98,10,0.9,698.7,1682.3,690.7,50.86,44.41,FALSE,.,0.48,LEFT,1,Searching,NA
