ParticipantID,Trial,FixationNo,StartTime,EndTime,Duration,PositionX,PositionY,PupilSize,EyeUsed,Order,Task
goblin1,2,28,9786,10366,582,984.4,500.3,5244,LEFT,1,Searching
goblin1,2,29,10412,10650,240,983,285.6,5106,LEFT,1,Searching
goblin1,2,30,10662,10890,230,1001.7,273.2,5021,LEFT,1,Searching
goblin1,2,31,10940,11256,318,1422.3,583.7,4992,LEFT,1,Searching
goblin1,2,32,11316,11714,400,932,211.6,5177,LEFT,1,Searching
goblin1,2,33,11740,12122,384,865.3,276.4,5166,LEFT,1,Searching
goblin1,2,34,12160,12440,282,758.5,418.7,5210,LEFT,1,Searching
goblin1,2,35,12482,12800,320,738.6,652.6,5307,LEFT,1,Searching
goblin1,2,36,12820,13378,560,783,691.3,5118,LEFT,1,Searching
goblin1,2,37,13412,13798,388,812.6,832.5,5090,LEFT,1,Searching
goblin1,2,38,13824,14050,228,907.1,935.5,5198,LEFT,1,Searching
goblin1,2,39,14080,14720,642,967.7,820.5,5245,LEFT,1,Searching
goblin1,2,40,14762,15016,256,851.9,681.7,5227,LEFT,1,Searching
goblin1,2,41,15038,15356,320,802.3,660.2,5149,LEFT,1,Searching
goblin1,2,42,15370,15912,544,816.8,638.1,5133,LEFT,1,Searching
goblin1,2,43,15936,16122,188,808.7,537.7,5179,LEFT,1,Searching
goblin1,2,44,16278,17088,812,758.2,503.5,5034,LEFT,1,Searching
goblin1,2,45,17130,17718,590,731.7,678.3,5205,LEFT,1,Searching
goblin1,2,46,17744,18358,616,788.4,619.7,5103,LEFT,1,Searching
goblin1,2,47,18402,18836,436,977.5,848,5130,LEFT,1,Searching
goblin1,2,48,18866,19328,464,1139.4,986,5214,LEFT,1,Searching
goblin1,2,49,19372,19600,230,763.9,1010.3,5296,LEFT,1,Searching
goblin1,2,50,19618,19892,276,735,973.1,5323,LEFT,1,Searching
goblin1,2,51,19926,20382,458,536.3,951.3,5384,LEFT,1,Searching
goblin1,2,52,20430,20930,502,184.8,936,5427,LEFT,1,Searching
goblin1,2,53,20998,21168,172,132.1,448.8,5466,LEFT,1,Searching
goblin1,3,1,40,450,412,202.4,271,5318,LEFT,1,Searching
goblin1,3,2,498,884,388,562.4,674.3,5464,LEFT,1,Searching
goblin1,3,3,928,1122,196,718.9,837.1,5450,LEFT,1,Searching
goblin1,3,4,1142,1506,366,670.4,835.4,5379,LEFT,1,Searching
goblin1,3,5,1540,1780,242,890.3,927.4,5237,LEFT,1,Searching
goblin1,3,6,1792,1984,194,864,933,5161,LEFT,1,Searching
goblin1,3,7,2026,2312,288,1184.4,895.9,4994,LEFT,1,Searching
goblin1,3,8,2324,2524,202,1201.6,882,4830,LEFT,1,Searching
goblin1,3,9,2538,2884,348,1220.9,850.8,4761,LEFT,1,Searching
goblin1,3,10,2912,3678,768,1238.9,721.6,4765,LEFT,1,Searching
goblin1,3,11,3732,3990,260,770.8,443,4960,LEFT,1,Searching
goblin1,3,12,4040,4396,358,1214.4,427.1,4876,LEFT,1,Searching
goblin1,3,13,4446,4854,410,824.8,258,4859,LEFT,1,Searching
goblin1,3,14,4908,5188,282,422.7,331.7,4908,LEFT,1,Searching
goblin1,3,15,5228,5376,150,242.5,357.2,5018,LEFT,1,Searching
goblin1,3,16,5396,5564,170,185.3,359.5,5067,LEFT,1,Searching
goblin1,3,17,5610,5788,180,142.2,148.5,5051,LEFT,1,Searching
goblin1,3,18,5802,5954,154,120.9,131.6,4997,LEFT,1,Searching
goblin1,3,19,5982,6352,372,275.2,121.2,4988,LEFT,1,Searching
goblin1,3,20,6388,7130,744,101.3,103.4,4908,LEFT,1,Searching
goblin1,3,21,7176,7328,154,342.9,23.4,4862,LEFT,1,Searching
goblin1,3,22,7368,7598,232,636,38.2,4853,LEFT,1,Searching
goblin1,3,23,7620,7860,242,553.4,22,4869,LEFT,1,Searching
goblin1,3,24,7928,8324,398,1456.7,71.2,4698,LEFT,1,Searching
goblin1,3,25,8350,8702,354,1593.2,18,4493,LEFT,1,Searching
goblin1,3,26,8782,9014,234,455.4,109,4663,LEFT,1,Searching
goblin1,3,27,9058,9244,188,136.2,97.2,4689,LEFT,1,Searching
goblin1,3,28,9260,9912,654,104.3,102,4818,LEFT,1,Searching
goblin1,3,29,9962,10196,236,469,135.1,5006,LEFT,1,Searching
goblin1,3,30,10214,11160,948,513.4,155.4,5023,LEFT,1,Searching
goblin1,3,31,11196,11380,186,694.9,221.3,5104,LEFT,1,Searching
goblin1,3,32,11398,11838,442,711.3,262.5,5135,LEFT,1,Searching
goblin1,3,33,11848,12194,348,734.6,265.7,5164,LEFT,1,Searching
goblin1,3,34,12250,12624,376,1318.4,378.5,5016,LEFT,1,Searching
goblin1,3,35,12660,13036,378,1386.3,533.4,4928,LEFT,1,Searching
goblin1,3,36,13082,13264,184,1489.7,820.4,5006,LEFT,1,Searching
goblin1,3,37,13292,13912,622,1582.2,971.6,4992,LEFT,1,Searching
goblin1,3,38,13958,14302,346,1188.2,1057.7,5001,LEFT,1,Searching
goblin1,3,39,14312,14688,378,1170.5,1056.3,5067,LEFT,1,Searching
goblin1,3,40,14704,15072,370,1228.7,1048,5096,LEFT,1,Searching
goblin1,3,41,15140,15352,214,181.4,995.2,5304,LEFT,1,Searching
goblin1,3,42,15382,15558,178,38.4,971.1,5230,LEFT,1,Searching
goblin1,3,43,15580,16054,476,46.2,920.1,5219,LEFT,1,Searching
goblin1,3,44,16094,16262,170,325.5,987,5248,LEFT,1,Searching
goblin1,3,45,16272,17136,866,345.7,1007.6,5234,LEFT,1,Searching
goblin1,3,46,17230,17650,422,1082.1,1006.7,5208,LEFT,1,Searching
goblin1,3,47,17700,17980,282,1580.1,975,5233,LEFT,1,Searching
goblin1,3,48,18000,18570,572,1624.2,1018.1,5234,LEFT,1,Searching
goblin1,3,49,18580,18980,402,1648.3,1021.6,5233,LEFT,1,Searching
goblin1,3,50,19004,19450,448,1562.7,993.7,5380,LEFT,1,Searching
goblin1,3,51,19476,19606,132,1519.9,887.7,5479,LEFT,1,Searching
goblin1,3,52,19802,19984,184,438.3,522.5,5643,LEFT,1,Searching
goblin1,3,53,20028,20214,188,143.2,505.8,5609,LEFT,1,Searching
goblin1,3,54,20234,20496,264,81.6,506.8,5334,LEFT,1,Searching
goblin1,3,55,20524,20812,290,182.9,401,5248,LEFT,1,Searching
goblin1,3,56,20856,21184,330,100.4,673.6,5235,LEFT,1,Searching
goblin1,4,1,4,354,352,115,654.5,5386,LEFT,1,Searching
goblin1,4,2,406,590,186,723,618.7,5435,LEFT,1,Searching
goblin1,4,3,622,900,280,896.4,558.4,5117,LEFT,1,Searching
goblin1,4,4,946,1310,366,1271,639.5,4757,LEFT,1,Searching
goblin1,4,5,1362,1544,184,1206.4,361.1,4682,LEFT,1,Searching
goblin1,4,6,1572,1912,342,1151,231.5,4629,LEFT,1,Searching
goblin1,4,7,1930,2168,240,1175.7,200.6,4616,LEFT,1,Searching
goblin1,4,8,2194,2444,252,1158.8,126,4603,LEFT,1,Searching
goblin1,4,9,2468,2740,274,1274.5,109.1,4530,LEFT,1,Searching
goblin1,4,10,2762,3258,498,1330,63.3,4508,LEFT,1,Searching
goblin1,4,11,3294,3656,364,1540.9,68.2,4605,LEFT,1,Searching
goblin1,4,12,3682,4034,354,1592,153,4621,LEFT,1,Searching
goblin1,4,13,4072,4478,408,1594.4,340.4,4755,LEFT,1,Searching
goblin1,4,14,4522,4918,398,1590.6,624.2,4886,LEFT,1,Searching
goblin1,4,15,4960,5244,286,1534.9,902.2,4944,LEFT,1,Searching
goblin1,4,16,5286,5544,260,1247.4,997.6,4875,LEFT,1,Searching
goblin1,4,17,5590,5976,388,889.1,955.1,4862,LEFT,1,Searching
goblin1,4,18,5994,6136,144,905.1,925.6,4748,LEFT,1,Searching
goblin1,4,19,6188,6694,508,369.3,950.9,4832,LEFT,1,Searching
goblin1,4,20,6730,7118,390,95.4,902.4,5039,LEFT,1,Searching
goblin1,4,21,7166,7528,364,286.1,656.2,5049,LEFT,1,Searching
goblin1,4,22,7572,8764,1194,422.9,482,5138,LEFT,1,Searching
goblin1,4,23,8786,9164,380,505.5,473.2,5223,LEFT,1,Searching
goblin1,4,24,9212,9472,262,161.5,407.5,5179,LEFT,1,Searching
goblin1,4,25,9512,9974,464,326.1,225.4,5037,LEFT,1,Searching
goblin1,4,26,10004,10340,338,489.4,291,5031,LEFT,1,Searching
goblin1,4,27,10388,10776,390,882.5,391.8,5134,LEFT,1,Searching
goblin1,4,28,10800,11052,254,943.5,448.1,5264,LEFT,1,Searching
goblin1,4,29,11098,11404,308,1224.3,608.4,5133,LEFT,1,Searching
goblin1,4,30,11436,13024,1590,1239.1,757.6,5018,LEFT,1,Searching
goblin1,4,31,13052,15194,2144,1241.9,645.7,5201,LEFT,1,Searching
goblin1,4,32,15240,15510,272,1212.4,947.2,5453,LEFT,1,Searching
goblin1,4,33,15546,16068,524,1001.3,953.5,5240,LEFT,1,Searching
goblin1,4,34,16108,16368,262,781.3,977.4,5038,LEFT,1,Searching
goblin1,4,35,16382,16608,228,776.8,948.7,4930,LEFT,1,Searching
goblin1,4,36,16634,16834,202,723.4,880.6,4815,LEFT,1,Searching
goblin1,4,37,16860,17428,570,605,903.3,4873,LEFT,1,Searching
goblin1,4,38,17466,17732,268,380.6,926.7,5090,LEFT,1,Searching
goblin1,4,39,17764,18606,844,235.8,956,5131,LEFT,1,Searching
goblin1,4,40,18670,19130,462,1018.6,973.5,5149,LEFT,1,Searching
goblin1,4,41,19154,19372,220,1167.2,1004.3,5010,LEFT,1,Searching
goblin1,4,42,19424,19664,242,1627,981,4777,LEFT,1,Searching
goblin1,4,43,19712,20090,380,1235.2,1010.7,4737,LEFT,1,Searching
goblin1,4,44,20110,20544,436,1286.8,982.6,4640,LEFT,1,Searching
goblin1,4,45,20590,20768,180,1628.4,861.6,4523,LEFT,1,Searching
goblin1,4,46,20794,21004,212,1730.2,846.8,4416,LEFT,1,Searching
goblin1,4,47,21044,21200,158,1657.9,699.6,4420,LEFT,1,Searching
goblin1,5,1,4,88,86,1657.4,698.8,4435,LEFT,1,Searching
goblin1,5,2,100,436,338,1685.7,688.9,4446,LEFT,1,Searching
goblin1,5,3,492,664,174,902.1,744.6,4624,LEFT,1,Searching
goblin1,5,4,714,894,182,788.9,496.3,4579,LEFT,1,Searching
goblin1,5,5,926,1336,412,785.7,412.5,4431,LEFT,1,Searching
goblin1,5,6,1376,1860,486,812.3,638.7,4627,LEFT,1,Searching
goblin1,5,7,1906,2288,384,1151.7,734.1,4755,LEFT,1,Searching
goblin1,5,8,2306,2560,256,1130.4,771.4,4767,LEFT,1,Searching
goblin1,5,9,2610,2810,202,1499.5,783.5,4734,LEFT,1,Searching
goblin1,5,10,2828,3034,208,1456.3,785.7,4700,LEFT,1,Searching
goblin1,5,11,3060,3336,278,1409.9,864.1,4744,LEFT,1,Searching
goblin1,5,12,3370,3846,478,1225.2,1020.1,4893,LEFT,1,Searching
goblin1,5,13,3902,4198,298,607.5,1009.1,4844,LEFT,1,Searching
goblin1,5,14,4246,4452,208,285.5,957.3,4887,LEFT,1,Searching
goblin1,5,15,4468,4658,192,315.1,923.6,4836,LEFT,1,Searching
goblin1,5,16,4680,5052,374,405.5,964.5,4800,LEFT,1,Searching
goblin1,5,17,5076,5260,186,331.4,916.8,4848,LEFT,1,Searching
goblin1,5,18,5294,8244,2952,295.8,757.6,5157,LEFT,1,Searching
goblin1,5,19,8254,8496,244,303.2,744.2,5220,LEFT,1,Searching
goblin1,5,20,8732,8866,136,192.8,560.4,5188,LEFT,1,Searching
goblin1,5,21,8886,9218,334,263.3,580.8,5123,LEFT,1,Searching
goblin1,5,22,9258,9668,412,52,675.7,4934,LEFT,1,Searching
goblin1,5,23,9716,10040,326,153.2,436.2,5026,LEFT,1,Searching
goblin1,5,24,10106,10282,178,636.5,166.1,5020,LEFT,1,Searching
goblin1,5,25,10312,10702,392,772,176.9,4902,LEFT,1,Searching
goblin1,5,26,10722,11242,522,729.9,213.4,4863,LEFT,1,Searching
goblin1,5,27,11288,11496,210,866.3,490.7,4786,LEFT,1,Searching
goblin1,5,28,11522,12036,516,803.4,590.3,4767,LEFT,1,Searching
goblin1,5,29,12072,12564,494,782.3,739.4,4717,LEFT,1,Searching
goblin1,5,30,12586,13038,454,765,670.7,4881,LEFT,1,Searching
goblin1,5,31,13086,13466,382,1134.8,691.2,4850,LEFT,1,Searching
goblin1,5,32,13488,13912,426,1128,752.5,4763,LEFT,1,Searching
goblin1,5,33,13956,14136,182,1487.7,778.6,4733,LEFT,1,Searching
goblin1,5,34,14152,14302,152,1453.1,784.9,4786,LEFT,1,Searching
goblin1,5,35,14330,14592,264,1581.4,768.1,4723,LEFT,1,Searching
goblin1,5,36,14624,15074,452,1397.9,877.3,4752,LEFT,1,Searching
goblin1,5,37,15108,15436,330,1264.2,1041.5,4716,LEFT,1,Searching
goblin1,5,38,15446,15812,368,1251.9,1018.4,4728,LEFT,1,Searching
goblin1,5,39,15826,16246,422,1227,995.4,4709,LEFT,1,Searching
goblin1,5,40,16268,16472,206,1143.2,977.5,4689,LEFT,1,Searching
goblin1,5,41,16514,16876,364,881.3,875.9,4706,LEFT,1,Searching
goblin1,5,42,16902,17326,426,792.3,930.1,4840,LEFT,1,Searching
goblin1,5,43,17356,17780,426,616.1,897.6,4903,LEFT,1,Searching
goblin1,5,44,17812,18552,742,840.2,952.9,4776,LEFT,1,Searching
goblin1,5,45,18576,18978,404,751.9,935.1,4793,LEFT,1,Searching
goblin1,5,46,19004,19348,346,749.4,827.4,4894,LEFT,1,Searching
goblin1,5,47,19374,19770,398,749,917.8,4877,LEFT,1,Searching
goblin1,5,48,19810,20054,246,491.7,998.9,4932,LEFT,1,Searching
goblin1,5,49,20078,20676,600,389,959.7,5022,LEFT,1,Searching
goblin1,5,50,20706,20940,236,523.2,841.5,4902,LEFT,1,Searching
goblin1,5,51,20952,21200,250,546.5,826.3,4836,LEFT,1,Searching
goblin1,6,1,4,544,542,698.8,641.1,5090,LEFT,1,Counting
goblin1,6,2,596,768,174,1157.8,913.4,5149,LEFT,1,Counting
goblin1,6,3,820,1042,224,1533.7,937.9,5203,LEFT,1,Counting
goblin1,6,4,1064,1494,432,1589,953.4,5315,LEFT,1,Counting
goblin1,6,5,1524,1824,302,1600.3,803.8,5268,LEFT,1,Counting
goblin1,6,6,1834,2074,242,1607.7,790.5,5121,LEFT,1,Counting
goblin1,6,7,2102,2342,242,1478.9,863.5,5195,LEFT,1,Counting
goblin1,6,8,2370,2794,426,1355.6,762.4,5326,LEFT,1,Counting
goblin1,6,9,2832,3160,330,1205.5,916.3,5418,LEFT,1,Counting
goblin1,6,10,3188,3466,280,1309.6,984.4,5371,LEFT,1,Counting
goblin1,6,11,3492,3780,290,1198.2,930.8,5312,LEFT,1,Counting
goblin1,6,12,3806,4526,722,1107.4,874.6,5312,LEFT,1,Counting
goblin1,6,13,4558,4884,328,1107.8,1007,5470,LEFT,1,Counting
goblin1,6,14,4912,5208,298,961.2,1022.7,5413,LEFT,1,Counting
goblin1,6,15,5232,5586,356,875,998.6,5446,LEFT,1,Counting
goblin1,6,16,5612,5840,230,837.3,915.1,5495,LEFT,1,Counting
goblin1,6,17,5866,6232,368,843.5,861.4,5321,LEFT,1,Counting
goblin1,6,18,6244,6432,190,819.7,866.2,5267,LEFT,1,Counting
goblin1,6,19,6460,7486,1028,633.3,864.1,5497,LEFT,1,Counting
goblin1,6,20,7664,7912,250,635.8,940.5,5765,LEFT,1,Counting
goblin1,6,21,7944,8268,326,481.4,964.5,5783,LEFT,1,Counting
goblin1,6,22,8292,8596,306,431.8,935.5,5688,LEFT,1,Counting
goblin1,6,23,8616,8958,344,367.5,926.4,5604,LEFT,1,Counting
goblin1,6,24,8976,9334,360,312.9,907.8,5721,LEFT,1,Counting
goblin1,6,25,9354,9704,352,317.4,858,5759,LEFT,1,Counting
goblin1,6,26,9726,9966,242,284.9,922.8,5760,LEFT,1,Counting
goblin1,6,27,9994,10710,718,155.5,950.2,5856,LEFT,1,Counting
goblin1,6,28,10736,11148,414,113.8,862,5878,LEFT,1,Counting
goblin1,6,29,11168,11416,250,186.6,818.5,5744,LEFT,1,Counting
goblin1,6,30,11428,11594,168,222.1,816.1,5697,LEFT,1,Counting
goblin1,6,31,11626,11882,258,416.5,747,5608,LEFT,1,Counting
goblin1,6,32,11906,12182,278,482,694.1,5549,LEFT,1,Counting
goblin1,6,33,12206,12580,376,580.6,677.1,5646,LEFT,1,Counting
goblin1,6,34,12608,13100,494,706.7,684.2,5698,LEFT,1,Counting
goblin1,6,35,13124,13354,232,800.7,697.6,5565,LEFT,1,Counting
goblin1,6,36,13380,13854,476,895.4,695.5,5427,LEFT,1,Counting
goblin1,6,37,13886,15100,1216,1017.2,712.8,5531,LEFT,1,Counting
goblin1,6,38,15126,15412,288,1136.5,719,5524,LEFT,1,Counting
goblin1,6,39,15432,15852,422,1209.8,734.9,5508,LEFT,1,Counting
goblin1,6,40,15880,16252,374,1338.1,752.5,5422,LEFT,1,Counting
goblin1,6,41,16272,16410,140,1390.3,749.1,5313,LEFT,1,Counting
goblin1,6,42,16444,16758,316,1572.4,765.6,5278,LEFT,1,Counting
goblin1,6,43,16800,17022,224,1390.3,681.9,5172,LEFT,1,Counting
goblin1,6,44,17058,17426,370,1197.5,602.6,5100,LEFT,1,Counting
goblin1,6,45,17454,17744,292,1058.3,580.2,5079,LEFT,1,Counting
goblin1,6,46,17774,18070,298,886.6,555.8,5187,LEFT,1,Counting
goblin1,6,47,18096,18314,220,751.8,541.9,5237,LEFT,1,Counting
goblin1,6,48,18336,18690,356,683.2,546.3,5161,LEFT,1,Counting
goblin1,6,49,18712,19688,978,605.6,553.3,5261,LEFT,1,Counting
goblin1,6,50,19714,19946,234,509.4,587.9,5412,LEFT,1,Counting
goblin1,6,51,19970,20224,256,409.9,584.4,5395,LEFT,1,Counting
goblin1,6,52,20254,20512,260,284.8,566,5371,LEFT,1,Counting
goblin1,6,53,20526,20870,346,263.4,574.9,5294,LEFT,1,Counting
goblin1,6,54,20896,21190,296,165.2,509.2,5363,LEFT,1,Counting
goblin1,7,1,4,228,226,166.5,510.2,5384,LEFT,1,Counting
goblin1,7,2,258,564,308,69,607.2,5469,LEFT,1,Counting
goblin1,7,3,616,776,162,675.5,762.1,5319,LEFT,1,Counting
goblin1,7,4,802,1040,240,637,863.9,5122,LEFT,1,Counting
goblin1,7,5,1060,1256,198,708.9,820.9,4935,LEFT,1,Counting
goblin1,7,6,1312,1748,438,158.2,602.9,4896,LEFT,1,Counting
goblin1,7,7,1772,2092,322,68.8,670.5,5054,LEFT,1,Counting
goblin1,7,8,2118,2738,622,50.7,786.1,5234,LEFT,1,Counting
goblin1,7,9,2780,3070,292,390,761.2,5272,LEFT,1,Counting
goblin1,7,10,3086,3404,320,433.9,740.6,5037,LEFT,1,Counting
goblin1,7,11,3416,3612,198,407.5,746.3,4908,LEFT,1,Counting
goblin1,7,12,3648,4160,514,272.3,975.1,5016,LEFT,1,Counting
goblin1,7,13,4194,4484,292,503.2,960.6,5042,LEFT,1,Counting
goblin1,7,14,4506,4864,360,586.2,928.6,4966,LEFT,1,Counting
goblin1,7,15,4882,6040,1160,638.9,890.4,4894,LEFT,1,Counting
goblin1,7,16,6068,6330,264,815.3,948.1,4743,LEFT,1,Counting
goblin1,7,17,6354,6564,212,912.5,895.5,4793,LEFT,1,Counting
goblin1,7,18,6584,6952,370,900.4,887.4,4682,LEFT,1,Counting
goblin1,7,19,6978,7420,444,782.8,933.6,4651,LEFT,1,Counting
goblin1,7,20,7428,7982,556,766.3,938.6,4854,LEFT,1,Counting
goblin1,7,21,8010,9110,1102,905.8,874.8,4792,LEFT,1,Counting
goblin1,7,22,9152,9464,314,1223.1,862.1,4759,LEFT,1,Counting
goblin1,7,23,9492,9660,170,1304,832.4,4665,LEFT,1,Counting
goblin1,7,24,9688,9944,258,1466.4,772.1,4484,LEFT,1,Counting
goblin1,7,25,9970,10178,210,1548.9,860.2,4380,LEFT,1,Counting
goblin1,7,26,10206,10542,338,1590.9,727,4317,LEFT,1,Counting
goblin1,7,27,10564,10962,400,1577,798.4,4328,LEFT,1,Counting
goblin1,7,28,10988,11990,1004,1592.6,709.3,4417,LEFT,1,Counting
goblin1,7,29,12004,12166,164,1547.3,693.6,4601,LEFT,1,Counting
goblin1,7,30,12194,12404,212,1417.1,711.7,4614,LEFT,1,Counting
goblin1,7,31,12452,12712,262,1158,561.5,4471,LEFT,1,Counting
goblin1,7,32,12732,13034,304,1164.6,528,4342,LEFT,1,Counting
goblin1,7,33,13066,13652,588,986,594.8,4584,LEFT,1,Counting
goblin1,7,34,13674,13912,240,923.8,604.2,4762,LEFT,1,Counting
goblin1,7,35,13922,14628,708,913,600.4,4713,LEFT,1,Counting
goblin1,7,36,14642,15048,408,881.3,625.2,4789,LEFT,1,Counting
goblin1,7,37,15068,16082,1016,944.6,642,4801,LEFT,1,Counting
